[INFO] [1782346032.345532862] [icp_node]: ICP Node started
[INFO] [1782346037.893752689] [icp_node]: Cloud size: 84 points
[INFO] [1782346037.893936806] [icp_node]: First frame stored
[INFO] [1782346037.928450444] [icp_node]: Cloud size: 85 points
[INFO] [1782346037.929462715] [icp_node]: ICP converged, score: 0.001041
[INFO] [1782346037.970429759] [icp_node]: Cloud size: 85 points
[INFO] [1782346037.971072456] [icp_node]: ICP converged, score: 0.001257
[INFO] [1782346038.007744879] [icp_node]: Cloud size: 87 points
[INFO] [1782346038.008435283] [icp_node]: ICP converged, score: 0.000633
[INFO] [1782346038.042339944] [icp_node]: Cloud size: 88 points
[INFO] [1782346038.042992826] [icp_node]: ICP converged, score: 0.000682
[INFO] [1782346038.075794233] [icp_node]: Cloud size: 88 points
[INFO] [1782346038.076458268] [icp_node]: ICP converged, score: 0.000851
[INFO] [1782346038.110357272] [icp_node]: Cloud size: 90 points
[INFO] [1782346038.111257135] [icp_node]: ICP converged, score: 0.000749
[INFO] [1782346038.145445248] [icp_node]: Cloud size: 91 points
[INFO] [1782346038.146253090] [icp_node]: ICP converged, score: 0.000187
[INFO] [1782346038.182291496] [icp_node]: Cloud size: 92 points
[INFO] [1782346038.183007575] [icp_node]: ICP converged, score: 0.000636
[INFO] [1782346038.218213094] [icp_node]: Cloud size: 93 points
[INFO] [1782346038.218957606] [icp_node]: ICP converged, score: 0.000891
[INFO] [1782346038.256671406] [icp_node]: Cloud size: 95 points
[INFO] [1782346038.257473173] [icp_node]: ICP converged, score: 0.001316
[INFO] [1782346038.288157932] [icp_node]: Cloud size: 95 points
[INFO] [1782346038.288885442] [icp_node]: ICP converged, score: 0.002329
[INFO] [1782346038.328050829] [icp_node]: Cloud size: 93 points
[INFO] [1782346038.328755992] [icp_node]: ICP converged, score: 0.000325
[INFO] [1782346038.362809671] [icp_node]: Cloud size: 97 points
[INFO] [1782346038.363573848] [icp_node]: ICP converged, score: 0.001342
[INFO] [1782346038.398182494] [icp_node]: Cloud size: 93 points
[INFO] [1782346038.398867659] [icp_node]: ICP converged, score: 0.000397
[INFO] [1782346038.433196819] [icp_node]: Cloud size: 91 points
[INFO] [1782346038.433852895] [icp_node]: ICP converged, score: 0.000344
[INFO] [1782346038.468704604] [icp_node]: Cloud size: 90 points
[INFO] [1782346038.469373441] [icp_node]: ICP converged, score: 0.000870
[INFO] [1782346038.505259958] [icp_node]: Cloud size: 88 points
[INFO] [1782346038.506013636] [icp_node]: ICP converged, score: 0.000435
[INFO] [1782346038.539522983] [icp_node]: Cloud size: 90 points
[INFO] [1782346038.540517168] [icp_node]: ICP converged, score: 0.002247
[INFO] [1782346038.574751492] [icp_node]: Cloud size: 90 points
[INFO] [1782346038.575410707] [icp_node]: ICP converged, score: 0.000646
[INFO] [1782346038.610058351] [icp_node]: Cloud size: 88 points
