[INFO] [1782345566.888069108] [icp_node]: ICP Node started
[INFO] [1782345572.162561609] [icp_node]: Cloud size: 133 points
[INFO] [1782345572.162784141] [icp_node]: First frame stored
[INFO] [1782345572.182645412] [icp_node]: Cloud size: 132 points
[INFO] [1782345572.183802748] [icp_node]: ICP converged, score: 0.000605
[INFO] [1782345572.213028205] [icp_node]: Cloud size: 131 points
[INFO] [1782345572.213955243] [icp_node]: ICP converged, score: 0.000700
[INFO] [1782345572.238519551] [icp_node]: Cloud size: 134 points
[INFO] [1782345572.239401549] [icp_node]: ICP converged, score: 0.002139
[INFO] [1782345572.263731793] [icp_node]: Cloud size: 132 points
[INFO] [1782345572.264701232] [icp_node]: ICP converged, score: 0.000463
[INFO] [1782345572.287839109] [icp_node]: Cloud size: 133 points
[INFO] [1782345572.288653012] [icp_node]: ICP converged, score: 0.001683
[INFO] [1782345572.331635209] [icp_node]: Cloud size: 134 points
[INFO] [1782345572.332597229] [icp_node]: ICP converged, score: 0.000785
[INFO] [1782345572.356383028] [icp_node]: Cloud size: 131 points
[INFO] [1782345572.357170051] [icp_node]: ICP converged, score: 0.000682
[INFO] [1782345572.389524901] [icp_node]: Cloud size: 135 points
[INFO] [1782345572.390385386] [icp_node]: ICP converged, score: 0.001716
[INFO] [1782345572.422977874] [icp_node]: Cloud size: 137 points
[INFO] [1782345572.423783203] [icp_node]: ICP converged, score: 0.001660
[INFO] [1782345572.454875418] [icp_node]: Cloud size: 135 points
[INFO] [1782345572.455697588] [icp_node]: ICP converged, score: 0.001954
[INFO] [1782345572.488291767] [icp_node]: Cloud size: 132 points
[INFO] [1782345572.489081566] [icp_node]: ICP converged, score: 0.000571
[INFO] [1782345572.522524654] [icp_node]: Cloud size: 133 points
[INFO] [1782345572.523452223] [icp_node]: ICP converged, score: 0.001767
[INFO] [1782345572.557252146] [icp_node]: Cloud size: 133 points
[INFO] [1782345572.558053477] [icp_node]: ICP converged, score: 0.000904
[INFO] [1782345572.588695132] [icp_node]: Cloud size: 133 points
[INFO] [1782345572.589448629] [icp_node]: ICP converged, score: 0.000940
[INFO] [1782345572.623680639] [icp_node]: Cloud size: 131 points
[INFO] [1782345572.624449598] [icp_node]: ICP converged, score: 0.000728
[INFO] [1782345572.656093246] [icp_node]: Cloud size: 131 points
[INFO] [1782345572.656869576] [icp_node]: ICP converged, score: 0.001000
[INFO] [1782345572.689914470] [icp_node]: Cloud size: 129 points
[INFO] [1782345572.690739549] [icp_node]: ICP converged, score: 0.001371
[INFO] [1782345572.721362060] [icp_node]: Cloud size: 134 points
[INFO] [1782345572.722230725] [icp_node]: ICP converged, score: 0.001460
[INFO] [1782345572.756459664] [icp_node]: Cloud size: 137 points
[INFO] [1782345572.757290465] [icp_node]: ICP converged, score: 0.000613
[INFO] [1782345572.788637898] [icp_node]: Cloud size: 134 points
[INFO] [1782345572.789483720] [icp_node]: ICP converged, score: 0.000464
[INFO] [1782345572.821618765] [icp_node]: Cloud size: 137 points
[INFO] [1782345572.822432061] [icp_node]: ICP converged, score: 0.000976
[INFO] [1782345572.855332008] [icp_node]: Cloud size: 137 points
[INFO] [1782345572.856146711] [icp_node]: ICP converged, score: 0.001277
[INFO] [1782345572.888444786] [icp_node]: Cloud size: 132 points
[INFO] [1782345572.889209467] [icp_node]: ICP converged, score: 0.000168
[INFO] [1782345572.921837453] [icp_node]: Cloud size: 135 points
[INFO] [1782345572.922650258] [icp_node]: ICP converged, score: 0.001309
[INFO] [1782345572.955063693] [icp_node]: Cloud size: 136 points
[INFO] [1782345572.955851854] [icp_node]: ICP converged, score: 0.001003
[INFO] [1782345572.988437126] [icp_node]: Cloud size: 137 points
[INFO] [1782345572.989255240] [icp_node]: ICP converged, score: 0.001271
[INFO] [1782345573.021942626] [icp_node]: Cloud size: 137 points
[INFO] [1782345573.022788611] [icp_node]: ICP converged, score: 0.000778
[INFO] [1782345573.056261269] [icp_node]: Cloud size: 138 points
[INFO] [1782345573.057101136] [icp_node]: ICP converged, score: 0.000857
[INFO] [1782345573.089368777] [icp_node]: Cloud size: 140 points
[INFO] [1782345573.090249080] [icp_node]: ICP converged, score: 0.001031
[INFO] [1782345573.122060787] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.123013251] [icp_node]: ICP converged, score: 0.000602
[INFO] [1782345573.156800514] [icp_node]: Cloud size: 133 points
[INFO] [1782345573.157600265] [icp_node]: ICP converged, score: 0.001199
[INFO] [1782345573.188685510] [icp_node]: Cloud size: 136 points
[INFO] [1782345573.189586218] [icp_node]: ICP converged, score: 0.001705
[INFO] [1782345573.223451249] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.224334615] [icp_node]: ICP converged, score: 0.000420
[INFO] [1782345573.255160219] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.256014336] [icp_node]: ICP converged, score: 0.000640
[INFO] [1782345573.289336014] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.290163704] [icp_node]: ICP converged, score: 0.000253
[INFO] [1782345573.322560464] [icp_node]: Cloud size: 136 points
[INFO] [1782345573.323408819] [icp_node]: ICP converged, score: 0.000397
[INFO] [1782345573.356544825] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.357399240] [icp_node]: ICP converged, score: 0.000738
[INFO] [1782345573.389407651] [icp_node]: Cloud size: 136 points
[INFO] [1782345573.390195966] [icp_node]: ICP converged, score: 0.001661
[INFO] [1782345573.422718172] [icp_node]: Cloud size: 132 points
[INFO] [1782345573.423539648] [icp_node]: ICP converged, score: 0.000260
[INFO] [1782345573.456037200] [icp_node]: Cloud size: 133 points
[INFO] [1782345573.456840718] [icp_node]: ICP converged, score: 0.000863
[INFO] [1782345573.500313680] [icp_node]: Cloud size: 133 points
[INFO] [1782345573.501173886] [icp_node]: ICP converged, score: 0.001953
[INFO] [1782345573.521426453] [icp_node]: Cloud size: 133 points
[INFO] [1782345573.522221983] [icp_node]: ICP converged, score: 0.000942
[INFO] [1782345573.554515271] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.555345418] [icp_node]: ICP converged, score: 0.001141
[INFO] [1782345573.588463524] [icp_node]: Cloud size: 136 points
[INFO] [1782345573.589305376] [icp_node]: ICP converged, score: 0.001097
[INFO] [1782345573.623260372] [icp_node]: Cloud size: 137 points
[INFO] [1782345573.624187921] [icp_node]: ICP converged, score: 0.000916
[INFO] [1782345573.655223001] [icp_node]: Cloud size: 133 points
[INFO] [1782345573.656069699] [icp_node]: ICP converged, score: 0.000707
[INFO] [1782345573.688065075] [icp_node]: Cloud size: 130 points
[INFO] [1782345573.688885799] [icp_node]: ICP converged, score: 0.000739
[INFO] [1782345573.722208835] [icp_node]: Cloud size: 135 points
[INFO] [1782345573.723094986] [icp_node]: ICP converged, score: 0.002843
[INFO] [1782345573.755358822] [icp_node]: Cloud size: 134 points
[INFO] [1782345573.756222689] [icp_node]: ICP converged, score: 0.001345
[INFO] [1782345573.789849735] [icp_node]: Cloud size: 129 points
[INFO] [1782345573.790707936] [icp_node]: ICP converged, score: 0.001002
[INFO] [1782345573.821643803] [icp_node]: Cloud size: 127 points
[INFO] [1782345573.822412050] [icp_node]: ICP converged, score: 0.000772
[INFO] [1782345573.855869898] [icp_node]: Cloud size: 123 points
[INFO] [1782345573.856614666] [icp_node]: ICP converged, score: 0.000769
[INFO] [1782345573.889037707] [icp_node]: Cloud size: 123 points
[INFO] [1782345573.889818064] [icp_node]: ICP converged, score: 0.000409
[INFO] [1782345573.934166473] [icp_node]: Cloud size: 122 points
[INFO] [1782345573.935022825] [icp_node]: ICP converged, score: 0.000100
[INFO] [1782345573.956917428] [icp_node]: Cloud size: 123 points
[INFO] [1782345573.957733990] [icp_node]: ICP converged, score: 0.000878
[INFO] [1782345573.992630563] [icp_node]: Cloud size: 125 points
[INFO] [1782345573.993510760] [icp_node]: ICP converged, score: 0.000798
[INFO] [1782345574.023756002] [icp_node]: Cloud size: 129 points
[INFO] [1782345574.024668753] [icp_node]: ICP converged, score: 0.000849
[INFO] [1782345574.057983375] [icp_node]: Cloud size: 131 points
[INFO] [1782345574.058920269] [icp_node]: ICP converged, score: 0.002806
[INFO] [1782345574.095828228] [icp_node]: Cloud size: 134 points
[INFO] [1782345574.096825028] [icp_node]: ICP converged, score: 0.001770
[INFO] [1782345574.126039587] [icp_node]: Cloud size: 127 points
[INFO] [1782345574.126970181] [icp_node]: ICP converged, score: 0.013479
[INFO] [1782345574.158628106] [icp_node]: Cloud size: 128 points
[INFO] [1782345574.159546407] [icp_node]: ICP converged, score: 0.001552
[INFO] [1782345574.188047316] [icp_node]: Cloud size: 125 points
[INFO] [1782345574.188831421] [icp_node]: ICP converged, score: 0.000680
[INFO] [1782345574.221060379] [icp_node]: Cloud size: 125 points
[INFO] [1782345574.221803490] [icp_node]: ICP converged, score: 0.000665
[INFO] [1782345574.254589937] [icp_node]: Cloud size: 125 points
[INFO] [1782345574.255377684] [icp_node]: ICP converged, score: 0.001722
[INFO] [1782345574.287366307] [icp_node]: Cloud size: 126 points
[INFO] [1782345574.288134678] [icp_node]: ICP converged, score: 0.001335
[INFO] [1782345574.322416026] [icp_node]: Cloud size: 122 points
[INFO] [1782345574.323275297] [icp_node]: ICP converged, score: 0.000853
[INFO] [1782345574.356207750] [icp_node]: Cloud size: 121 points
[INFO] [1782345574.357047657] [icp_node]: ICP converged, score: 0.003637
[INFO] [1782345574.388940880] [icp_node]: Cloud size: 124 points
[INFO] [1782345574.389765015] [icp_node]: ICP converged, score: 0.005735
[INFO] [1782345574.431343740] [icp_node]: Cloud size: 123 points
[INFO] [1782345574.432215044] [icp_node]: ICP converged, score: 0.000940
[INFO] [1782345574.454692520] [icp_node]: Cloud size: 124 points
[INFO] [1782345574.455519276] [icp_node]: ICP converged, score: 0.001221
[INFO] [1782345574.488874808] [icp_node]: Cloud size: 128 points
[INFO] [1782345574.489718568] [icp_node]: ICP converged, score: 0.003594
[INFO] [1782345574.521853091] [icp_node]: Cloud size: 129 points
[INFO] [1782345574.522889036] [icp_node]: ICP converged, score: 0.001019
[INFO] [1782345574.556301629] [icp_node]: Cloud size: 126 points
[INFO] [1782345574.557123114] [icp_node]: ICP converged, score: 0.001088
[INFO] [1782345574.587642472] [icp_node]: Cloud size: 125 points
[INFO] [1782345574.588462550] [icp_node]: ICP converged, score: 0.001294
[INFO] [1782345574.621185824] [icp_node]: Cloud size: 128 points
[INFO] [1782345574.621997068] [icp_node]: ICP converged, score: 0.002365
[INFO] [1782345574.654960842] [icp_node]: Cloud size: 128 points
[INFO] [1782345574.655811972] [icp_node]: ICP converged, score: 0.001244
[INFO] [1782345574.689353687] [icp_node]: Cloud size: 130 points
[INFO] [1782345574.690304416] [icp_node]: ICP converged, score: 0.003779
[INFO] [1782345574.722884419] [icp_node]: Cloud size: 128 points
[INFO] [1782345574.723719797] [icp_node]: ICP converged, score: 0.000836
[INFO] [1782345574.754523424] [icp_node]: Cloud size: 125 points
[INFO] [1782345574.755325757] [icp_node]: ICP converged, score: 0.000925
[INFO] [1782345574.787643613] [icp_node]: Cloud size: 122 points
[INFO] [1782345574.788483953] [icp_node]: ICP converged, score: 0.000396
[INFO] [1782345574.821610295] [icp_node]: Cloud size: 119 points
[INFO] [1782345574.822403658] [icp_node]: ICP converged, score: 0.000473
[INFO] [1782345574.855573924] [icp_node]: Cloud size: 118 points
[INFO] [1782345574.856337141] [icp_node]: ICP converged, score: 0.000997
[INFO] [1782345574.899842980] [icp_node]: Cloud size: 115 points
[INFO] [1782345574.900697434] [icp_node]: ICP converged, score: 0.000561
[INFO] [1782345574.922818096] [icp_node]: Cloud size: 114 points
[INFO] [1782345574.923583818] [icp_node]: ICP converged, score: 0.000282
[INFO] [1782345574.954712265] [icp_node]: Cloud size: 117 points
[INFO] [1782345574.955465356] [icp_node]: ICP converged, score: 0.001132
[INFO] [1782345574.988040098] [icp_node]: Cloud size: 118 points
[INFO] [1782345574.988877220] [icp_node]: ICP converged, score: 0.000768
[INFO] [1782345575.021317941] [icp_node]: Cloud size: 121 points
[INFO] [1782345575.022078277] [icp_node]: ICP converged, score: 0.001287
[INFO] [1782345575.055354240] [icp_node]: Cloud size: 123 points
[INFO] [1782345575.056192220] [icp_node]: ICP converged, score: 0.002112
[INFO] [1782345575.088372280] [icp_node]: Cloud size: 123 points
[INFO] [1782345575.089191694] [icp_node]: ICP converged, score: 0.001708
[INFO] [1782345575.121079156] [icp_node]: Cloud size: 120 points
[INFO] [1782345575.121928918] [icp_node]: ICP converged, score: 0.001663
[INFO] [1782345575.154533911] [icp_node]: Cloud size: 117 points
[INFO] [1782345575.155398337] [icp_node]: ICP converged, score: 0.002041
[INFO] [1782345575.188702500] [icp_node]: Cloud size: 117 points
[INFO] [1782345575.189552503] [icp_node]: ICP converged, score: 0.001346
[INFO] [1782345575.220597642] [icp_node]: Cloud size: 117 points
[INFO] [1782345575.221391458] [icp_node]: ICP converged, score: 0.000557
[INFO] [1782345575.254393807] [icp_node]: Cloud size: 119 points
[INFO] [1782345575.255209261] [icp_node]: ICP converged, score: 0.001623
[INFO] [1782345575.287301259] [icp_node]: Cloud size: 121 points
[INFO] [1782345575.288119508] [icp_node]: ICP converged, score: 0.001251
[INFO] [1782345575.320792953] [icp_node]: Cloud size: 120 points
[INFO] [1782345575.321712419] [icp_node]: ICP converged, score: 0.000889
[INFO] [1782345575.354485733] [icp_node]: Cloud size: 117 points
[INFO] [1782345575.355334310] [icp_node]: ICP converged, score: 0.001849
[INFO] [1782345575.398806333] [icp_node]: Cloud size: 115 points
[INFO] [1782345575.399600707] [icp_node]: ICP converged, score: 0.000957
[INFO] [1782345575.421035226] [icp_node]: Cloud size: 116 points
[INFO] [1782345575.421857646] [icp_node]: ICP converged, score: 0.001860
[INFO] [1782345575.455859254] [icp_node]: Cloud size: 116 points
[INFO] [1782345575.456614879] [icp_node]: ICP converged, score: 0.001809
[INFO] [1782345575.488651672] [icp_node]: Cloud size: 117 points
[INFO] [1782345575.489437780] [icp_node]: ICP converged, score: 0.002064
[INFO] [1782345575.522057072] [icp_node]: Cloud size: 116 points
[INFO] [1782345575.522897894] [icp_node]: ICP converged, score: 0.001352
[INFO] [1782345575.555954947] [icp_node]: Cloud size: 115 points
[INFO] [1782345575.556726247] [icp_node]: ICP converged, score: 0.002727
[INFO] [1782345575.588865992] [icp_node]: Cloud size: 115 points
[INFO] [1782345575.589623246] [icp_node]: ICP converged, score: 0.001266
[INFO] [1782345575.622316885] [icp_node]: Cloud size: 121 points
[INFO] [1782345575.623202400] [icp_node]: ICP converged, score: 0.001318
[INFO] [1782345575.654648429] [icp_node]: Cloud size: 118 points
[INFO] [1782345575.655465386] [icp_node]: ICP converged, score: 0.001044
[INFO] [1782345575.688385296] [icp_node]: Cloud size: 116 points
[INFO] [1782345575.689246070] [icp_node]: ICP converged, score: 0.001244
[INFO] [1782345575.722612645] [icp_node]: Cloud size: 118 points
[INFO] [1782345575.723525049] [icp_node]: ICP converged, score: 0.001563
[INFO] [1782345575.756465931] [icp_node]: Cloud size: 116 points
[INFO] [1782345575.757262637] [icp_node]: ICP converged, score: 0.000555
[INFO] [1782345575.789034007] [icp_node]: Cloud size: 112 points
[INFO] [1782345575.789830193] [icp_node]: ICP converged, score: 0.001475
[INFO] [1782345575.821776135] [icp_node]: Cloud size: 110 points
[INFO] [1782345575.822597341] [icp_node]: ICP converged, score: 0.000581
[INFO] [1782345575.854756663] [icp_node]: Cloud size: 105 points
[INFO] [1782345575.855473087] [icp_node]: ICP converged, score: 0.000969
[INFO] [1782345575.887964974] [icp_node]: Cloud size: 108 points
[INFO] [1782345575.888837752] [icp_node]: ICP converged, score: 0.001753
[INFO] [1782345575.921120547] [icp_node]: Cloud size: 105 points
[INFO] [1782345575.921921020] [icp_node]: ICP converged, score: 0.000162
[INFO] [1782345575.954026623] [icp_node]: Cloud size: 108 points
[INFO] [1782345575.954743278] [icp_node]: ICP converged, score: 0.001390
[INFO] [1782345575.988577748] [icp_node]: Cloud size: 104 points
[INFO] [1782345575.989369955] [icp_node]: ICP converged, score: 0.000525
[INFO] [1782345576.021231849] [icp_node]: Cloud size: 105 points
[INFO] [1782345576.021937270] [icp_node]: ICP converged, score: 0.000597
[INFO] [1782345576.055621042] [icp_node]: Cloud size: 98 points
[INFO] [1782345576.056325789] [icp_node]: ICP converged, score: 0.000537
[INFO] [1782345576.087808053] [icp_node]: Cloud size: 102 points
[INFO] [1782345576.088539246] [icp_node]: ICP converged, score: 0.001230
[INFO] [1782345576.121401543] [icp_node]: Cloud size: 101 points
[INFO] [1782345576.122188778] [icp_node]: ICP converged, score: 0.001731
[INFO] [1782345576.153965398] [icp_node]: Cloud size: 101 points
[INFO] [1782345576.154655376] [icp_node]: ICP converged, score: 0.000808
[INFO] [1782345576.198169135] [icp_node]: Cloud size: 97 points
[INFO] [1782345576.198974830] [icp_node]: ICP converged, score: 0.000987
[INFO] [1782345576.221502002] [icp_node]: Cloud size: 99 points
[INFO] [1782345576.222299161] [icp_node]: ICP converged, score: 0.002217
[INFO] [1782345576.257525533] [icp_node]: Cloud size: 93 points
[INFO] [1782345576.258369138] [icp_node]: ICP converged, score: 0.000601
[INFO] [1782345576.288074140] [icp_node]: Cloud size: 91 points
[INFO] [1782345576.288755948] [icp_node]: ICP converged, score: 0.001289
[INFO] [1782345576.321323599] [icp_node]: Cloud size: 92 points
[INFO] [1782345576.322198516] [icp_node]: ICP converged, score: 0.001160
[INFO] [1782345576.356121392] [icp_node]: Cloud size: 93 points
[INFO] [1782345576.356816668] [icp_node]: ICP converged, score: 0.000982
[INFO] [1782345576.389063142] [icp_node]: Cloud size: 90 points
[INFO] [1782345576.389780278] [icp_node]: ICP converged, score: 0.000515
[INFO] [1782345576.423633007] [icp_node]: Cloud size: 90 points
[INFO] [1782345576.424341463] [icp_node]: ICP converged, score: 0.000552
[INFO] [1782345576.456120049] [icp_node]: Cloud size: 87 points
[INFO] [1782345576.456784313] [icp_node]: ICP converged, score: 0.000170
[INFO] [1782345576.488501633] [icp_node]: Cloud size: 87 points
[INFO] [1782345576.489222575] [icp_node]: ICP converged, score: 0.000764
[INFO] [1782345576.521924674] [icp_node]: Cloud size: 86 points
[INFO] [1782345576.522654740] [icp_node]: ICP converged, score: 0.000254
[INFO] [1782345576.554937092] [icp_node]: Cloud size: 86 points
[INFO] [1782345576.555613302] [icp_node]: ICP converged, score: 0.000562
[INFO] [1782345576.588962129] [icp_node]: Cloud size: 84 points
[INFO] [1782345576.589671028] [icp_node]: ICP converged, score: 0.000636
[INFO] [1782345576.621475529] [icp_node]: Cloud size: 86 points
[INFO] [1782345576.622118800] [icp_node]: ICP converged, score: 0.001914
[INFO] [1782345576.655789836] [icp_node]: Cloud size: 88 points
[INFO] [1782345576.656435043] [icp_node]: ICP converged, score: 0.000638
[INFO] [1782345576.687283642] [icp_node]: Cloud size: 86 points
[INFO] [1782345576.687948099] [icp_node]: ICP converged, score: 0.001232
[INFO] [1782345576.722432817] [icp_node]: Cloud size: 84 points
[INFO] [1782345576.723204541] [icp_node]: ICP converged, score: 0.001159
[INFO] [1782345576.754378768] [icp_node]: Cloud size: 85 points
[INFO] [1782345576.755000516] [icp_node]: ICP converged, score: 0.003682
[INFO] [1782345576.789072945] [icp_node]: Cloud size: 90 points
[INFO] [1782345576.789850796] [icp_node]: ICP converged, score: 0.002612
[INFO] [1782345576.821127012] [icp_node]: Cloud size: 86 points
[INFO] [1782345576.821806122] [icp_node]: ICP converged, score: 0.001738
[INFO] [1782345578.265101177] [icp_node]: Cloud size: 81 points
[INFO] [1782345578.265717366] [icp_node]: ICP converged, score: 0.000825
[INFO] [1782345578.299260277] [icp_node]: Cloud size: 77 points
[INFO] [1782345578.300027146] [icp_node]: ICP converged, score: 0.001280
[INFO] [1782345578.324012877] [icp_node]: Cloud size: 73 points
[INFO] [1782345578.324616763] [icp_node]: ICP converged, score: 0.001612
[INFO] [1782345578.359029921] [icp_node]: Cloud size: 69 points
[INFO] [1782345578.359676564] [icp_node]: ICP converged, score: 0.000892
[INFO] [1782345578.387640884] [icp_node]: Cloud size: 68 points
[INFO] [1782345578.388323087] [icp_node]: ICP converged, score: 0.000653
[INFO] [1782345578.421098250] [icp_node]: Cloud size: 68 points
[INFO] [1782345578.421685401] [icp_node]: ICP converged, score: 0.000616
[INFO] [1782345578.456369270] [icp_node]: Cloud size: 65 points
[INFO] [1782345578.456948251] [icp_node]: ICP converged, score: 0.000383
[INFO] [1782345578.498744224] [icp_node]: Cloud size: 63 points
[INFO] [1782345578.499373650] [icp_node]: ICP converged, score: 0.000444
[INFO] [1782345578.520756895] [icp_node]: Cloud size: 65 points
[INFO] [1782345578.521353228] [icp_node]: ICP converged, score: 0.000925
[INFO] [1782345578.554575807] [icp_node]: Cloud size: 67 points
[INFO] [1782345578.555232036] [icp_node]: ICP converged, score: 0.002391
[INFO] [1782345578.587365615] [icp_node]: Cloud size: 67 points
[INFO] [1782345578.587980580] [icp_node]: ICP converged, score: 0.001054
[INFO] [1782345578.620895991] [icp_node]: Cloud size: 65 points
[INFO] [1782345578.621506091] [icp_node]: ICP converged, score: 0.000587
[INFO] [1782345578.653905606] [icp_node]: Cloud size: 64 points
[INFO] [1782345578.654507305] [icp_node]: ICP converged, score: 0.000758
[INFO] [1782345578.686789367] [icp_node]: Cloud size: 63 points
[INFO] [1782345578.687378127] [icp_node]: ICP converged, score: 0.001302
[INFO] [1782345578.720761647] [icp_node]: Cloud size: 64 points
[INFO] [1782345578.721348442] [icp_node]: ICP converged, score: 0.001457
[INFO] [1782345578.754646178] [icp_node]: Cloud size: 62 points
[INFO] [1782345578.755210593] [icp_node]: ICP converged, score: 0.001756
[INFO] [1782345578.799077891] [icp_node]: Cloud size: 65 points
[INFO] [1782345578.799717491] [icp_node]: ICP converged, score: 0.001737
[INFO] [1782345578.820390430] [icp_node]: Cloud size: 67 points
[INFO] [1782345578.820965018] [icp_node]: ICP converged, score: 0.003913
[INFO] [1782345578.853246647] [icp_node]: Cloud size: 64 points
[INFO] [1782345578.853887220] [icp_node]: ICP converged, score: 0.001789
[INFO] [1782345578.886500520] [icp_node]: Cloud size: 61 points
[INFO] [1782345578.887079819] [icp_node]: ICP converged, score: 0.000970
[INFO] [1782345578.919521463] [icp_node]: Cloud size: 59 points
[INFO] [1782345578.920097380] [icp_node]: ICP converged, score: 0.002320
[INFO] [1782345578.953176285] [icp_node]: Cloud size: 55 points
[INFO] [1782345578.953811656] [icp_node]: ICP converged, score: 0.002799
[INFO] [1782345578.986524351] [icp_node]: Cloud size: 52 points
