[INFO] [1782345309.983544302] [icp_node]: ICP Node started
[INFO] [1782345315.519425521] [icp_node]: Cloud size: 84 points
[INFO] [1782345315.519621248] [icp_node]: First frame stored
[INFO] [1782345315.556953659] [icp_node]: Cloud size: 85 points
[INFO] [1782345315.558131850] [icp_node]: ICP converged, score: 0.001440
[INFO] [1782345315.602472578] [icp_node]: Cloud size: 82 points
[INFO] [1782345315.603256968] [icp_node]: ICP converged, score: 0.001594
[INFO] [1782345315.658357533] [icp_node]: Cloud size: 81 points
[INFO] [1782345315.659109585] [icp_node]: ICP converged, score: 0.000212
[INFO] [1782345315.691212399] [icp_node]: Cloud size: 81 points
[INFO] [1782345315.692213535] [icp_node]: ICP converged, score: 0.001000
[INFO] [1782345315.744539889] [icp_node]: Cloud size: 83 points
[INFO] [1782345315.745295970] [icp_node]: ICP converged, score: 0.000480
[INFO] [1782345315.771669722] [icp_node]: Cloud size: 82 points
[INFO] [1782345315.772395485] [icp_node]: ICP converged, score: 0.000376
[INFO] [1782345315.813061659] [icp_node]: Cloud size: 81 points
[INFO] [1782345315.813990267] [icp_node]: ICP converged, score: 0.000236
[INFO] [1782345315.853423589] [icp_node]: Cloud size: 80 points
[INFO] [1782345315.854309359] [icp_node]: ICP converged, score: 0.001018
[INFO] [1782345315.888891916] [icp_node]: Cloud size: 84 points
[INFO] [1782345315.889611377] [icp_node]: ICP converged, score: 0.000840
[INFO] [1782345315.926250446] [icp_node]: Cloud size: 81 points
[INFO] [1782345315.926929492] [icp_node]: ICP converged, score: 0.000490
[INFO] [1782345315.962164225] [icp_node]: Cloud size: 83 points
[INFO] [1782345315.962836554] [icp_node]: ICP converged, score: 0.003231
[INFO] [1782345316.002504044] [icp_node]: Cloud size: 79 points
[INFO] [1782345316.003216648] [icp_node]: ICP converged, score: 0.001977
[INFO] [1782345316.051489915] [icp_node]: Cloud size: 75 points
[INFO] [1782345316.052165814] [icp_node]: ICP converged, score: 0.000933
[INFO] [1782345316.083391329] [icp_node]: Cloud size: 75 points
[INFO] [1782345316.084195039] [icp_node]: ICP converged, score: 0.000789
[INFO] [1782345316.123698378] [icp_node]: Cloud size: 77 points
[INFO] [1782345316.124483322] [icp_node]: ICP converged, score: 0.001044
[INFO] [1782345316.168636597] [icp_node]: Cloud size: 76 points
[INFO] [1782345316.169465910] [icp_node]: ICP converged, score: 0.012002
[INFO] [1782345316.206454820] [icp_node]: Cloud size: 77 points
[INFO] [1782345316.207176957] [icp_node]: ICP converged, score: 0.002839
[INFO] [1782345316.245882266] [icp_node]: Cloud size: 76 points
[INFO] [1782345316.246487939] [icp_node]: ICP converged, score: 0.001602
[INFO] [1782345316.295147391] [icp_node]: Cloud size: 78 points
[INFO] [1782345316.295893685] [icp_node]: ICP converged, score: 0.006381
[INFO] [1782345316.327953196] [icp_node]: Cloud size: 80 points
[INFO] [1782345316.328628879] [icp_node]: ICP converged, score: 0.001549
[INFO] [1782345316.365100283] [icp_node]: Cloud size: 80 points
[INFO] [1782345316.365807440] [icp_node]: ICP converged, score: 0.000383
[INFO] [1782345316.404644991] [icp_node]: Cloud size: 82 points
[INFO] [1782345316.405368903] [icp_node]: ICP converged, score: 0.001194
[INFO] [1782345316.458184672] [icp_node]: Cloud size: 83 points
[INFO] [1782345316.459083742] [icp_node]: ICP converged, score: 0.001140
[INFO] [1782345316.494451479] [icp_node]: Cloud size: 80 points
[INFO] [1782345316.495257414] [icp_node]: ICP converged, score: 0.001177
[INFO] [1782345316.527685535] [icp_node]: Cloud size: 78 points
[INFO] [1782345316.528477608] [icp_node]: ICP converged, score: 0.000374
[INFO] [1782345316.569752248] [icp_node]: Cloud size: 78 points
[INFO] [1782345316.570508827] [icp_node]: ICP converged, score: 0.000637
[INFO] [1782345316.620158494] [icp_node]: Cloud size: 78 points
[INFO] [1782345316.621059959] [icp_node]: ICP converged, score: 0.000233
