[INFO] [1782345633.753828741] [icp_node]: ICP Node started
[INFO] [1782345639.304202075] [icp_node]: Cloud size: 103 points
[INFO] [1782345639.304317442] [icp_node]: First frame stored
[INFO] [1782345639.332316879] [icp_node]: Cloud size: 101 points
[INFO] [1782345639.333298560] [icp_node]: ICP converged, score: 0.003038
[INFO] [1782345639.371181091] [icp_node]: Cloud size: 107 points
[INFO] [1782345639.371934533] [icp_node]: ICP converged, score: 0.029644
[INFO] [1782345639.403095976] [icp_node]: Cloud size: 112 points
[INFO] [1782345639.403904400] [icp_node]: ICP converged, score: 0.089450
[INFO] [1782345639.436289329] [icp_node]: Cloud size: 114 points
[INFO] [1782345639.437208757] [icp_node]: ICP converged, score: 0.004807
[INFO] [1782345639.468504796] [icp_node]: Cloud size: 118 points
[INFO] [1782345639.469452544] [icp_node]: ICP converged, score: 0.003844
[INFO] [1782345639.499565124] [icp_node]: Cloud size: 112 points
[INFO] [1782345639.500307125] [icp_node]: ICP converged, score: 0.001699
[INFO] [1782345639.531522422] [icp_node]: Cloud size: 102 points
[INFO] [1782345639.532268064] [icp_node]: ICP converged, score: 0.003490
[INFO] [1782345639.561210252] [icp_node]: Cloud size: 104 points
[INFO] [1782345639.561994593] [icp_node]: ICP converged, score: 0.003535
[INFO] [1782345639.590699557] [icp_node]: Cloud size: 106 points
[INFO] [1782345639.591455434] [icp_node]: ICP converged, score: 0.004801
[INFO] [1782345639.624097694] [icp_node]: Cloud size: 104 points
[INFO] [1782345639.624834544] [icp_node]: ICP converged, score: 0.002724
[INFO] [1782345639.655979279] [icp_node]: Cloud size: 102 points
[INFO] [1782345639.656665519] [icp_node]: ICP converged, score: 0.002176
[INFO] [1782345639.688824848] [icp_node]: Cloud size: 103 points
[INFO] [1782345639.689487468] [icp_node]: ICP converged, score: 0.002145
[INFO] [1782345639.725265224] [icp_node]: Cloud size: 99 points
[INFO] [1782345639.725969605] [icp_node]: ICP converged, score: 0.000665
[INFO] [1782345639.758298945] [icp_node]: Cloud size: 104 points
[INFO] [1782345639.759497126] [icp_node]: ICP converged, score: 0.001399
[INFO] [1782345639.790992056] [icp_node]: Cloud size: 104 points
[INFO] [1782345639.791697381] [icp_node]: ICP converged, score: 0.001852
[INFO] [1782345639.822393255] [icp_node]: Cloud size: 114 points
[INFO] [1782345639.823161766] [icp_node]: ICP converged, score: 0.007431
[INFO] [1782345639.858499423] [icp_node]: Cloud size: 114 points
[INFO] [1782345639.859182726] [icp_node]: ICP converged, score: 0.001780
[INFO] [1782345639.890061889] [icp_node]: Cloud size: 113 points
[INFO] [1782345639.890792297] [icp_node]: ICP converged, score: 0.017355
[INFO] [1782345639.923836727] [icp_node]: Cloud size: 116 points
[INFO] [1782345639.924585575] [icp_node]: ICP converged, score: 0.005026
[INFO] [1782345639.960311161] [icp_node]: Cloud size: 123 points
[INFO] [1782345639.961084805] [icp_node]: ICP converged, score: 0.015704
[INFO] [1782345639.991852656] [icp_node]: Cloud size: 118 points
[INFO] [1782345639.992651518] [icp_node]: ICP converged, score: 0.008402
[INFO] [1782345640.022913397] [icp_node]: Cloud size: 113 points
[INFO] [1782345640.023620743] [icp_node]: ICP converged, score: 0.001599
[INFO] [1782345640.058319102] [icp_node]: Cloud size: 113 points
[INFO] [1782345640.059016310] [icp_node]: ICP converged, score: 0.002338
[INFO] [1782345640.094552652] [icp_node]: Cloud size: 115 points
[INFO] [1782345640.095389867] [icp_node]: ICP converged, score: 0.013922
[INFO] [1782345640.136872029] [icp_node]: Cloud size: 120 points
[INFO] [1782345640.137622533] [icp_node]: ICP converged, score: 0.013599
[INFO] [1782345640.161766020] [icp_node]: Cloud size: 124 points
[INFO] [1782345640.162542225] [icp_node]: ICP converged, score: 0.008362
[INFO] [1782345640.192201041] [icp_node]: Cloud size: 130 points
[INFO] [1782345640.193061125] [icp_node]: ICP converged, score: 0.004208
[INFO] [1782345640.227132455] [icp_node]: Cloud size: 144 points
[INFO] [1782345640.228623420] [icp_node]: ICP converged, score: 0.040604
[INFO] [1782345640.257364983] [icp_node]: Cloud size: 144 points
[INFO] [1782345640.258241099] [icp_node]: ICP converged, score: 0.001641
[INFO] [1782345640.290563027] [icp_node]: Cloud size: 147 points
[INFO] [1782345640.291458575] [icp_node]: ICP converged, score: 0.007570
[INFO] [1782345640.336920015] [icp_node]: Cloud size: 144 points
[INFO] [1782345640.337776835] [icp_node]: ICP converged, score: 0.002954
[INFO] [1782345640.359629322] [icp_node]: Cloud size: 135 points
[INFO] [1782345640.360490782] [icp_node]: ICP converged, score: 0.001311
[INFO] [1782345640.393333644] [icp_node]: Cloud size: 133 points
[INFO] [1782345640.394148789] [icp_node]: ICP converged, score: 0.000736
[INFO] [1782345640.425214018] [icp_node]: Cloud size: 126 points
[INFO] [1782345640.426067294] [icp_node]: ICP converged, score: 0.000774
[INFO] [1782345640.458285602] [icp_node]: Cloud size: 135 points
[INFO] [1782345640.459197529] [icp_node]: ICP converged, score: 0.003658
[INFO] [1782345640.503606669] [icp_node]: Cloud size: 131 points
[INFO] [1782345640.504429652] [icp_node]: ICP converged, score: 0.001269
[INFO] [1782345640.527200082] [icp_node]: Cloud size: 128 points
[INFO] [1782345640.527988621] [icp_node]: ICP converged, score: 0.001860
[INFO] [1782345640.557465072] [icp_node]: Cloud size: 125 points
[INFO] [1782345640.558299225] [icp_node]: ICP converged, score: 0.001106
[INFO] [1782345640.592772193] [icp_node]: Cloud size: 126 points
[INFO] [1782345640.593714577] [icp_node]: ICP converged, score: 0.002113
[INFO] [1782345640.623579253] [icp_node]: Cloud size: 122 points
[INFO] [1782345640.624366647] [icp_node]: ICP converged, score: 0.005836
[INFO] [1782345640.659212255] [icp_node]: Cloud size: 124 points
[INFO] [1782345640.659989769] [icp_node]: ICP converged, score: 0.004073
[INFO] [1782345640.691631417] [icp_node]: Cloud size: 122 points
[INFO] [1782345640.692435353] [icp_node]: ICP converged, score: 0.001264
[INFO] [1782345640.725330262] [icp_node]: Cloud size: 117 points
[INFO] [1782345640.726145109] [icp_node]: ICP converged, score: 0.001562
[INFO] [1782345640.755795094] [icp_node]: Cloud size: 111 points
[INFO] [1782345640.756503663] [icp_node]: ICP converged, score: 0.004220
[INFO] [1782345640.794016686] [icp_node]: Cloud size: 110 points
[INFO] [1782345640.794836318] [icp_node]: ICP converged, score: 0.002946
[INFO] [1782345640.831438165] [icp_node]: Cloud size: 110 points
[INFO] [1782345640.832263324] [icp_node]: ICP converged, score: 0.003945
[INFO] [1782345640.865637397] [icp_node]: Cloud size: 112 points
[INFO] [1782345640.866382480] [icp_node]: ICP converged, score: 0.046489
[INFO] [1782345640.899029140] [icp_node]: Cloud size: 103 points
[INFO] [1782345640.899794011] [icp_node]: ICP converged, score: 0.003403
[INFO] [1782345640.931021009] [icp_node]: Cloud size: 101 points
[INFO] [1782345640.931805937] [icp_node]: ICP converged, score: 0.002017
[INFO] [1782345640.967491648] [icp_node]: Cloud size: 100 points
[INFO] [1782345640.968266350] [icp_node]: ICP converged, score: 0.003766
[INFO] [1782345641.002963969] [icp_node]: Cloud size: 91 points
[INFO] [1782345641.003659395] [icp_node]: ICP converged, score: 0.009131
[INFO] [1782345641.039569763] [icp_node]: Cloud size: 93 points
[INFO] [1782345641.040349453] [icp_node]: ICP converged, score: 0.003327
[INFO] [1782345641.082601783] [icp_node]: Cloud size: 92 points
[INFO] [1782345641.083404930] [icp_node]: ICP converged, score: 0.002958
[INFO] [1782345641.104249861] [icp_node]: Cloud size: 86 points
[INFO] [1782345641.105258002] [icp_node]: ICP converged, score: 0.003388
[INFO] [1782345641.137859521] [icp_node]: Cloud size: 88 points
[INFO] [1782345641.138527764] [icp_node]: ICP converged, score: 0.003794
[INFO] [1782345641.172873204] [icp_node]: Cloud size: 92 points
[INFO] [1782345641.173561446] [icp_node]: ICP converged, score: 0.003583
[INFO] [1782345641.202518424] [icp_node]: Cloud size: 97 points
[INFO] [1782345641.203182940] [icp_node]: ICP converged, score: 0.005809
[INFO] [1782345641.233383704] [icp_node]: Cloud size: 101 points
[INFO] [1782345641.234132677] [icp_node]: ICP converged, score: 0.004288
[INFO] [1782345641.266074281] [icp_node]: Cloud size: 98 points
[INFO] [1782345641.266794608] [icp_node]: ICP converged, score: 0.001454
[INFO] [1782345641.296521839] [icp_node]: Cloud size: 96 points
[INFO] [1782345641.297248656] [icp_node]: ICP converged, score: 0.003705
[INFO] [1782345641.327327977] [icp_node]: Cloud size: 94 points
[INFO] [1782345641.328009171] [icp_node]: ICP converged, score: 0.001209
[INFO] [1782345641.361193145] [icp_node]: Cloud size: 97 points
[INFO] [1782345641.361883612] [icp_node]: ICP converged, score: 0.002277
[INFO] [1782345641.393357770] [icp_node]: Cloud size: 94 points
[INFO] [1782345641.394051549] [icp_node]: ICP converged, score: 0.001103
[INFO] [1782345641.427306694] [icp_node]: Cloud size: 100 points
[INFO] [1782345641.428029765] [icp_node]: ICP converged, score: 0.010328
[INFO] [1782345641.463539090] [icp_node]: Cloud size: 99 points
[INFO] [1782345641.464335660] [icp_node]: ICP converged, score: 0.001055
[INFO] [1782345641.493710849] [icp_node]: Cloud size: 103 points
[INFO] [1782345641.494466736] [icp_node]: ICP converged, score: 0.001545
[INFO] [1782345641.528312137] [icp_node]: Cloud size: 104 points
[INFO] [1782345641.529046368] [icp_node]: ICP converged, score: 0.002852
[INFO] [1782345641.561372416] [icp_node]: Cloud size: 100 points
[INFO] [1782345641.562166637] [icp_node]: ICP converged, score: 0.002468
[INFO] [1782345641.592264686] [icp_node]: Cloud size: 98 points
[INFO] [1782345641.593011002] [icp_node]: ICP converged, score: 0.001457
[INFO] [1782345641.623585500] [icp_node]: Cloud size: 96 points
[INFO] [1782345641.624364083] [icp_node]: ICP converged, score: 0.002440
[INFO] [1782345641.658071373] [icp_node]: Cloud size: 100 points
[INFO] [1782345641.658938236] [icp_node]: ICP converged, score: 0.002815
[INFO] [1782345641.689074763] [icp_node]: Cloud size: 99 points
[INFO] [1782345641.689916860] [icp_node]: ICP converged, score: 0.001851
[INFO] [1782345641.726487131] [icp_node]: Cloud size: 100 points
[INFO] [1782345641.727214622] [icp_node]: ICP converged, score: 0.002643
[INFO] [1782345641.755626581] [icp_node]: Cloud size: 96 points
[INFO] [1782345641.756514715] [icp_node]: ICP converged, score: 0.000834
[INFO] [1782345641.790030231] [icp_node]: Cloud size: 98 points
[INFO] [1782345641.790711021] [icp_node]: ICP converged, score: 0.001332
[INFO] [1782345641.821899213] [icp_node]: Cloud size: 95 points
[INFO] [1782345641.822599319] [icp_node]: ICP converged, score: 0.001441
[INFO] [1782345641.854817230] [icp_node]: Cloud size: 98 points
[INFO] [1782345641.855577817] [icp_node]: ICP converged, score: 0.003078
[INFO] [1782345641.889527241] [icp_node]: Cloud size: 95 points
[INFO] [1782345641.890225064] [icp_node]: ICP converged, score: 0.002442
[INFO] [1782345641.923663191] [icp_node]: Cloud size: 93 points
[INFO] [1782345641.924396431] [icp_node]: ICP converged, score: 0.002813
[INFO] [1782345641.966452547] [icp_node]: Cloud size: 95 points
[INFO] [1782345641.967158536] [icp_node]: ICP converged, score: 0.007220
[INFO] [1782345641.988439233] [icp_node]: Cloud size: 95 points
[INFO] [1782345641.989117933] [icp_node]: ICP converged, score: 0.001630
[INFO] [1782345642.024788970] [icp_node]: Cloud size: 93 points
[INFO] [1782345642.025628235] [icp_node]: ICP converged, score: 0.003105
[INFO] [1782345642.055603542] [icp_node]: Cloud size: 92 points
[INFO] [1782345642.056338053] [icp_node]: ICP converged, score: 0.001779
[INFO] [1782345642.089823968] [icp_node]: Cloud size: 97 points
[INFO] [1782345642.090513540] [icp_node]: ICP converged, score: 0.001781
[INFO] [1782345642.120943254] [icp_node]: Cloud size: 96 points
[INFO] [1782345642.121645777] [icp_node]: ICP converged, score: 0.007761
[INFO] [1782345642.156278003] [icp_node]: Cloud size: 100 points
[INFO] [1782345642.157045339] [icp_node]: ICP converged, score: 0.005458
[INFO] [1782345642.187195144] [icp_node]: Cloud size: 99 points
[INFO] [1782345642.187963510] [icp_node]: ICP converged, score: 0.015684
[INFO] [1782345642.221264200] [icp_node]: Cloud size: 104 points
[INFO] [1782345642.222001282] [icp_node]: ICP converged, score: 0.017775
[INFO] [1782345642.257126173] [icp_node]: Cloud size: 100 points
[INFO] [1782345642.257899701] [icp_node]: ICP converged, score: 0.000246
[INFO] [1782345642.291451134] [icp_node]: Cloud size: 104 points
[INFO] [1782345642.292206385] [icp_node]: ICP converged, score: 0.011517
[INFO] [1782345642.337155961] [icp_node]: Cloud size: 112 points
[INFO] [1782345642.337964586] [icp_node]: ICP converged, score: 0.004552
[INFO] [1782345642.356282938] [icp_node]: Cloud size: 114 points
[INFO] [1782345642.356991825] [icp_node]: ICP converged, score: 0.001339
[INFO] [1782345642.391613132] [icp_node]: Cloud size: 113 points
[INFO] [1782345642.392434112] [icp_node]: ICP converged, score: 0.000603
[INFO] [1782345642.424899725] [icp_node]: Cloud size: 113 points
[INFO] [1782345642.425840858] [icp_node]: ICP converged, score: 0.001295
[INFO] [1782345642.454992149] [icp_node]: Cloud size: 110 points
[INFO] [1782345642.455765956] [icp_node]: ICP converged, score: 0.000670
[INFO] [1782345642.488361938] [icp_node]: Cloud size: 115 points
[INFO] [1782345642.489138384] [icp_node]: ICP converged, score: 0.000692
[INFO] [1782345642.525256289] [icp_node]: Cloud size: 113 points
[INFO] [1782345642.526055036] [icp_node]: ICP converged, score: 0.001350
[INFO] [1782345642.558117100] [icp_node]: Cloud size: 113 points
[INFO] [1782345642.558949192] [icp_node]: ICP converged, score: 0.001975
[INFO] [1782345642.592760842] [icp_node]: Cloud size: 111 points
[INFO] [1782345642.593513860] [icp_node]: ICP converged, score: 0.000929
[INFO] [1782345642.625253801] [icp_node]: Cloud size: 110 points
[INFO] [1782345642.626022456] [icp_node]: ICP converged, score: 0.001062
[INFO] [1782345642.656200418] [icp_node]: Cloud size: 114 points
[INFO] [1782345642.657013271] [icp_node]: ICP converged, score: 0.002738
